Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35
2020-01-02,1,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,-8.0999755859375,-11.8800048828125,4.5299072265625,-5.0899658203125,-7.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,1,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,-8.0999755859375,-11.8800048828125,4.5299072265625,-5.0899658203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,1,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,-8.0999755859375,-11.8800048828125,4.5299072265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,0,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,-8.0999755859375,-11.8800048828125,"sonos, squeezed by the tech giants, sues google",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,1,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,-8.0999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,-5.7799072265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,0,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,15.919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,1,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,-9.3599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,0,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,-17.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,1,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,3.5999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,1,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,20.27001953125,"google reaches $1 trillion in value, even as it faces new tests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,1,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,13.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,1,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,46.1800537109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,0,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,-5.3499755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,0,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,10.2200927734375,alphabet (googl) gains but lags market: what you should know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,0,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,-2.1400146484375,have a search warrant for data? google wants you to pay,alphabet close to $1500,alphabet stock has risen 10% since latest france fine,alphabet gets new street-high on ad strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,1,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,-0.510009765625,activision stock slips as it opts for google over amazon in gaming,"top analyst upgrades and downgrades: alphabet, amazon, apple, biogen, chewy, comcast deere, facebook, intel, solaredge, wynn and more",mizuho lifts alphabet on ad growth,&quot;we blew it&quot;: warren buffett admitted he messed up by not investing in google,"stocks to watch: alphabet, boeing, discover, kraft heinz",the alphabet soup of responsible investing needs a good stir,justice department and state ags to share information in google antitrust probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,1,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,4.780029296875,has alphabet (googl) outpaced other computer and technology stocks this year?,alphabet gets new street-high target,"accenture and google cloud collaborate to help life sciences companies advance the discovery, development and delivery of innovative therapies",what&quot;s in the offing for alphabet&quot;s (googl) q4 earnings?,netflix and alphabet: what&quot;s new?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,0,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,-9.4100341796875,alphabet (googl) gains as market dips: what you should know,google temporarily shutting down all china offices,update 1-google temporarily shutting down all china offices,google temporarily shutting down all china offices: the verge,google temporarily shutting down all china offices - the verge,google shopping product executive leaves for cryptocurrency exchange coinbase,google shopping product exec leaves for cryptocurrency exchange coinbase,better buy: netflix vs. google,why alphabet is a better buy than facebook,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,1,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,6.179931640625,better buy: facebook vs. alphabet&quot;s google,fans seethe as google stadia keeps them in the dark,3 ways activision blizzard benefits from google cloud partnership,3 things that move alphabet&quot;s stock,alphabet earnings: might google make a fourth quarter comeback?,earnings watch: alphabet earnings preview: what is the path to remain a trillion-dollar company?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,0,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,4.7100830078125,why google backtracked on its new search results look,alphabet earnings on deck,google assistant is playing a key role in alphabet&quot;s 2020 strategy: here&quot;s how,"china market opens, iowa caucuses, alphabet earnings: 3 things to watch for on monday",mystery trader bets alphabet could run 11% by march ahead of earnings,"is alphabet&quot;s ""trillionaire"" or new-conglomerate status more important with earnings?",google-parent alphabet&quot;s stock falls enough to knock market cap below the trillion-dollar mark,"thinking about trading options or stock in amazon.com, caterpillar, alphabet inc, paypal, or western digital corp?",,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,1,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,16.97998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,0,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,3.25,top antitrust official is said to recuse himself from google inquiry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,0,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,-5.8599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,1,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,-2.860107421875,should google shrink to save itself?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,1,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,-26.64990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,1,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,0.18994140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,0,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,8.760009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,1,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,-1.760009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,1,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,16.1500244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,1,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,-35.0799560546875,google in talks with publishers to pay for premium news content: wsj,"the ftc&quot;s latest shot at the tech giants has opened up an unexpected front in the war to constrain apple, amazon, google, microsoft, and facebook (goog, aapl, msft, amzn, fb)",update 1-google in talks with publishers to pay for premium news content - wsj,why alphabet is even cheaper than you think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,1,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,20.949951171875,job cuts come to google cloud as it refocuses and restructures,"google parent company alphabet shuts down kite-power company, report says     - cnet",alphabet shuts down power kites moonshot project,better buy: apple vs. google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,0,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,-9.0799560546875,the great google revolt,google faces a new investigation into whether it discriminated against a pregnant employee,airborne wind energy in doubt as google parent drops makani,google cloud buys cornerstone technology for undisclosed amount,"the mormon church&quot;s secretive $100 billion fund revealed huge stakes in apple, google, and microsoft. here are its 10 biggest holdings.","europe unveils new digital strategy that will restrict tech giants and hurt facebook, google owner alphabet, and amazon",did activision blizzard abandon nvidia for google stadia?,google parent alphabet to quit power generating kite company,alphabet pulls plug on energy kite company,google announces first additions to stadia gaming service since its launch,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,0,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,-17.5599365234375,new mexico sues google over children’s privacy violations,new mexico ag sues google for collecting personal data of school children,fitbit earnings show worst holiday sales performance since ipo amid google acquisition,"google vs. oracle, ellison and trump","eu privacy body warns of privacy risks in google, fitbit deal","morgan stanley buys e*trade, also alphabet, sam adams, invitae and synopsys",google is under scrutiny again as feds look into allegations of pregnancy discrimination,alphabet&quot;s cash balance exceeds $115bn - cash hoarding will likely continue,"google, facebook, and twitter face international fines","europe unveils its new digital strategy. here&quot;s what it means for facebook, google owner alphabet, and amazon",,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,0,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,23.989990234375,european data regulators are worried about google buying fitbit,"new mexico accuses google of violating children&quot;s data privacy, files lawsuit",new mexico ag sues google for collecting school kids&quot; personal data,update 2-new mexico ag sues google for collecting school kids&quot; personal data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,0,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,11.719970703125,alphabet q4 2019 earnings: a warning for long-term investors,"feature: alphabet, amazon see market caps fall below $1 trillion as coronavirus fears trigger tech selloff","thinking about trading options or stock in caterpillar, costco, e*trade, alphabet, or nvidia?","stocks to watch: intuit, alphabet, pepsico, fox, comcast",google warns new huawei phone owners against sideloading gmail and youtube,"alphabet misses on revenue, but stock stabilizes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,0,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,31.4300537109375,apple and google are suddenly battling over maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,0,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,-3.2099609375,better buy: ibm vs. google,google just pulled the plug on this controversial chinese app maker,"google to invest over $10 billion in 2020 on u.s. data centers, offices","google to invest over $10 bln in 2020 on u.s. data centers, offices",why has google&quot;s stock jumped 85% in 3 years?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,0,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,2.77001953125,eric schmidt: i used to run google. silicon valley could lose to china.,"facebook, google and twitter rebel against pakistan’s censorship rules",google is buying its way into cloud computing contention,google cloud puts amazon and microsoft on notice,google&quot;s invite media acquisition is just the type of deal regulators are looking at,"google, facebook and others not bound by first amendment, judge rules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,1,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,3.3900146484375,google employee who was at zurich office tests positive for coronavirus,"tech daily: coronavirus, google win &amp; more",it&quot;s now clear: fitbit is in serious trouble without google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,1,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,4.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,0,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,5.0999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,1,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,-2.3299560546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,0,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,-2.02001953125,tulsi gabbard’s $50 million suit against google is dismissed,star engineer who crossed google is ordered to pay $179 million to company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,-21.1199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,-3.1900634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,-44.6800537109375,you can’t fight city hall. but maybe you can fight google.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,0,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,-4.510009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,-44.1900634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,1,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,64.93994140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,0,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,34.929931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,1,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,-59.9600830078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,1,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,22.6400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,1,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,-30.7900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,0,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,25.7900390625,google cancels annual developer conference on coronavirus fears,google cuts price of stadia cloud gaming service,google just made sure it&quot;s going to win the smart tv war,ex-uber executive pleads guilty to stealing google&quot;s trade secrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,0,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,10.830078125,"logged on from the laundry room: how the c.e.o.s of google, pfizer and slack work from home","alphabet&quot;s waymo expands operations pause in detroit, phoenix",coronavirus pandemic slows down alphabet&quot;s other bets,alphabet&quot;s google launches coronavirus website in the u.s.,"barron&quot;s: a good time to buy alphabet, amazon, apple, microsoft, facebook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,1,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,20.780029296875,alphabet: selling at 50% discount,alphabet&quot;s youtube lowers streaming speeds across the globe,"the zacks analyst blog highlights: alphabet, kroger, ingles markets and blue apron",google&quot;s next chromecast could look more like a roku box,the bottom fishing club: alphabet,google surveys users for coronavirus symptoms to help researchers forecast spread,google asks users about symptoms for carnegie mellon coronavirus forecasting effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,0,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,-37.3699951171875,alphabet: the digital ad leader,facebook and google to see advertising slow due to coronavirus,facebook warning shows threat to google as ad budgets shrink,google gives 60-day extension to all contractors due to pandemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,1,-22.9599609375,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,-11.069946289062727,alphabet target cut on weaker ad environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,0,48.2000732421875,-22.9599609375,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,39.280029296875,google pledges more than $800 million in covid-19 aid including google ad credits,google-parent alphabet to donate $800 million in response to coronavirus crisis,"google, oracle and trump put on supreme court hold by virus","alphabet inc - ordinary shares -&quot;s (googl, $1,162.92) moving average convergence divergence (macd) histogram just turned positive","alphabet inc - ordinary shares -&quot;s (goog, $1,161.75) moving average convergence divergence (macd) histogram just turned positive",alphabet ramps up coronavirus testing via verily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,1,-17.2099609375,48.2000732421875,-22.9599609375,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,-16.609985351562273,"top analyst reports for alphabet, proctergamblephilip morris",google cancels its popular april fool&quot;s jokes for 2020,alphabet: a proven resilient stock selling at a discount,alphabet&quot;s google to donate $800m to combat coronavirus,"top analyst upgrades and downgrades: alphabet, amazon, amgen, cerner, ebay, gap, nike, nucor, p&g, tjx, viacomcbs and more",alphabet stock rises after bmo upgrade,alphabet upgraded on recovery positioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1,13.6700439453125,-17.2099609375,48.2000732421875,-22.9599609375,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,27.420043945312273,alphabet (googl) gains as market dips: what you should know,google cloud ceo says video-conferencing use is soaring into the clouds,"the zacks analyst blog highlights: alphabet, procter &amp; gamble, philip morris, novo nordisk and tesla",bmo capital favors alphabet stock over facebook,inside google&quot;s $800 million covid-19 relief package,better buy: mercadolibre vs. alphabet,"google just got upgraded, should you buy?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,0,13.219970703125,13.6700439453125,-17.2099609375,48.2000732421875,-22.9599609375,26.030029296875,-2.2399902343754547,-62.6900634765625,23.450073242187273,31.25,"why alphabet, snap, and splunk all went kerplunk today",facebook and google seek to delay paying india&quot;s digital tax,is alphabet stock attractive for bargain hunters right now?,"amazon, alphabet and microsoft: cheap compared to significant growth in cloud services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
