Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46,top47,top48,top49,top50,top51,top52,top53,top54,top55,top56,top57
2020-02-04,1,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,2.66999899999999,-1.629997000000003,-0.40000100000000316,0.879997000000003,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,1,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,2.66999899999999,-1.629997000000003,-0.40000100000000316,0.879997000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,0,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,2.66999899999999,-1.629997000000003,-0.40000100000000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,1,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,2.66999899999999,-1.629997000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,0,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,2.66999899999999,"2 police officers injured in shooting at walmart in arkansas, officials say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,0,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,0.619995000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,1,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,-0.66999899999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,1,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,0.9700009999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,1,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,-1.3100050000000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,1,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,-0.630004999999997,walmart says it’s not lowering forecast because of coronavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,0,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,0.02999900000000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,1,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,1.2099999999999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,1,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,-0.5200040000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,0,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,0.3399959999999993,target emerges as 8th largest ecommerce retailer - here&quot;s how their marketplace strategy is entirely different to amazon and walmart,walmart inc (nyse:wmt) shares purchased by jackson hole capital partners llc,can grocery insulate walmart and target from online rivals?,"thinking about trading options or stock in facebook, microsoft, procter & gamble, stamps.com, or walmart?",walmart inc (nyse:wmt) shares acquired by bernardo wealth planning llc,arrow financial corp has $3.79 million stake in walmart inc (nyse:wmt),"fox in talks to buy tubi, nbcuniversal eyeing walmart&quot;s vudu - report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,0,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,-0.5,walmart denied rehearing in $54 million back pay case,walmart steps up competition with amazon by fulfilling orders for third-party vendors,"lockheed martin investment management co. purchases 13,612 shares of walmart inc (nyse:wmt)",walmart inc (nyse:wmt) shares purchased by aptus capital advisors llc,"the zacks analyst blog highlights: walmart, home depot, macy&quot;s, tjx and best buy",bank of montreal can boosts stock position in walmart inc (nyse:wmt),dividend assets capital llc lowers stock holdings in walmart inc (nyse:wmt),walmart inc (nyse:wmt) shares sold by haverford trust co.,walmart inc (nyse:wmt) shares sold by achmea investment management b.v.,krane funds advisors llc sells 142 shares of walmart inc (nyse:wmt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,0,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,-0.029998000000006186,walmart to present at both the raymond james institutional investors conference and the ubs global consumer and retail conference,another delivery partner abandons walmart: a cautionary tale of outsourced grocery delivery,walmart begins offering healthcare services at second store in the u.s.,walmart in talks over sale of asda stake,dow jones news: disney ceo steps down; walmart launches fulfillment service,walmart expands amazon fight with big move to woo third-party sellers,better buy: amazon vs. walmart,is amazon&quot;s cashierless store a tough competitor of walmart?,2 areas walmart&quot;s $50 billion e-commerce business is taking on amazon,walmart goes after amazon with third-party fulfillment service,banque cantonale vaudoise buys new position in walmart inc (nyse:wmt),walmart inc (nyse:wmt) shares sold by accident compensation corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,0,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,0.34999799999999937,walmart developing a membership program to rival amazon prime,amazon prime competitor walmart+ reportedly in testing phase     - cnet,walmart developing membership program to rival amazon prime,walmart developing a membership program to rival amazon&quot;s prime,best apple watch deals for 2020: walmart has the series 3 for $189     - cnet,"walmart is reportedly working on an amazon prime competitor, called walmart+",the zacks analyst blog highlights: amazon.com and walmart,cognios capital llc sells 887 shares of walmart inc (nyse:wmt),"columbia trust co 01012016 makes new $788,000 investment in walmart inc (nyse:wmt)",walmart in talks to sell a stake in asda,wolfe research downgrades walmart (nyse:wmt) to hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,0,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,1.5900040000000075,"walmart&quot;s new membership program can&quot;t beat amazon prime, experts say",will walmart+ be equal to or greater than amazon prime?,"walmart builds amazon prime competitor, rivalry heats up",walmart&quot;s launching an amazon prime-type service,"chicago equity partners llc sells 17,350 shares of walmart inc (nyse:wmt)","arcus capital partners llc acquires 1,286 shares of walmart inc (nyse:wmt)",annex advisory services llc boosts stock holdings in walmart inc (nyse:wmt),"walmart inc (nyse:wmt) evp john r. furner sells 50,000 shares",walmart has plans to compete with amazon prime,"walmart (nyse:wmt) receiving neutral press coverage, infotrie reports",walmart to launch amazon prime competitor service next month: report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,1,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,0.22000099999999634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,0,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,1.1599960000000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,1,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,-1.8199999999999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,1,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,0.4800030000000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,1.1399999999999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,-1.139999000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,-1.9599989999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,0,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,-0.9199979999999925,"walmart, uber and others tweak sick-leave policies as coronavirus spreads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,-2.1599959999999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,1,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,-0.010002000000000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,1,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,8.279999000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,1,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,-3.1699979999999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,1,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,2.5299990000000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,0,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,1.5199960000000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,0,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,3.3599999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,1,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,3.3400040000000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,0,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,1.6900030000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,0,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,-3.0800019999999932,walmart hiring thousands in ohio,"states ask amazon, craigslist, ebay, facebook and walmart to combat coronavirus price gouging","update 2-do more to stop coronavirus price gouging, u.s. states tell amazon, walmart, facebook","&quot;stop price gouging,&quot; 34 attorneys general tell amazon, walmart, others","&quot;stop price gouging,&quot; 33 attorneys general tell amazon, walmart, others",walmart waives april rent for businesses operating in its stores,"state ags call on facebook, amazon, walmart, ebay to do more to stop price gouging",walmart to offer rent relief to shops within its stores and ease financing for suppliers,"coronavirus price gouging: 33 top cops demand action from amazon, ebay, craigslist, facebook and walmart","do more to stop coronavirus price gouging, u.s. states tell amazon, walmart, facebook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,1,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,-1.9699939999999998,"at walmart, the coronavirus makes it feel like black friday","trump administration killed prosecutors&quot; efforts to criminally charge walmart over opioid sales, report says","top analyst upgrades and downgrades: alibaba, apple, at&t, baidu, chevron, cisco, expedia, goldman sachs, kroger, micron, nike, p&g, square, walmart and more",walmart (nyse:wmt) earns overweight rating from analysts at atlantic securities,walmart (nyse:wmt) earns underperform rating from analysts at bnp paribas,"dozens of state ags tell amazon, walmart, ebay and others to stop price gouging",how walmart and sam&quot;s club are helping small business partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,0,0.41999799999999254,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,5.859999999999999,"kroger, walmart have already hired tens of thousands of new employees",forex volatility to make providers hike prices: walmart de mexico,forex volatility to make providers hike prices-walmart de mexico,investors play defense with walmart and procter & gamble again,here&quot;s how walmart is using artificial intelligence to keep prices low,capital world investors has $511.49 million holdings in walmart inc (nyse:wmt),colony group llc sells 400 shares of walmart inc (nyse:wmt),are walmart and amazon doing better than target amid coronavirus?,"man group plc sells 315,766 shares of walmart inc (nyse:wmt)",auxier asset management has $6.37 million holdings in walmart inc (nyse:wmt),archer investment corp takes position in walmart inc (nyse:wmt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,1,-0.5299990000000037,0.41999799999999254,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,1.5600050000000039,walmart adds no-contact shopping for &quot;another layer of safety&quot;,capital wealth planning llc boosts holdings in walmart inc (nyse:wmt),"innerscope hearing technologies (otc: innd) to launch hearing loss information centers in kiosks at 4,618 walmart locations nationwide",bnp paribas initiates coverage on walmart (nyse:wmt),walmart (nyse:wmt) now covered by atlantic securities,adams chetwood wealth management llc buys new shares in walmart inc (nyse:wmt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0,3.33000100000001,-0.5299990000000037,0.41999799999999254,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,6.4900049999999965,walmart to begin temperature checks on workers amid coronavirus crisis,"traffic at walmart, costco and target has fallen for the first time in weeks","traffic at walmart, costco and target falls for the first time in weeks as coronavirus stockpiling behavior shifts","exp world, columbia sportswear, walmart, target, amazon as zacks bull and bear of the day",what amazon and walmart&quot; know about the future of digital retail,walmart to begin screening employees for covid-19 symptoms,"connor clark & lunn investment management ltd. acquires 2,600 shares of walmart inc (nyse:wmt)",walmart trumps harris teeter in battle for local shoppers&quot; grocery dollars,walmart takes additional steps for health and safety of associates,walmart (nyse:wmt) shares up 5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,1,-0.6899949999999961,3.33000100000001,-0.5299990000000037,0.41999799999999254,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,7.580001999999993,"walmart, home depot did the right thing on this front to flatten coronavirus curve; more companies should follow","costco, walmart, target finally see coronavirus sales traffic fall",walmart inc (nyse:wmt) position lessened by schonfeld strategic advisors llc,"thinking about trading options or stock in johnson & johnson, 3m, procter & gamble, teladoc health, or walmart?",walmart to begin temperature checks on workers amid coronavirus crisis,walmart inc (nyse:wmt) shares sold by bi asset management fondsmaeglerselskab a s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,1,1.9899970000000025,-0.6899949999999961,3.33000100000001,-0.5299990000000037,0.41999799999999254,-3.5699989999999957,-0.8400039999999933,0.1100009999999969,-5.529999000000004,-5.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
