Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7,top8
2018-06-27,0,[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],[-5.470092999999906],[9.56005899999991],[29.80993699999999],[3.400024999999914],[8.270019000000048],[-6.329956000000038],,,,,,,,
2018-06-28,1,[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],[-5.470092999999906],[9.56005899999991],[29.80993699999999],[3.400024999999914],[8.270019000000048],,,,,,,,
2018-06-29,0,[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],[-5.470092999999906],[9.56005899999991],[29.80993699999999],[3.400024999999914],,,,,,,,
2018-07-02,1,[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],[-5.470092999999906],[9.56005899999991],[29.80993699999999],how to measure a straight line in google maps,,,,,,,
2018-07-03,0,[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],[-5.470092999999906],[9.56005899999991],,,,,,,,
2018-07-05,1,[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],[-17.189941999999974],tagwalk wants to be the google of fashion ,,,,,,,
2018-07-06,1,[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],[-3.66003499999988],,,,,,,,
2018-07-09,1,[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],[-18.78991700000006],,,,,,,,
2018-07-10,0,[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],[-9.540038999999979],,,,,,,,
2018-07-11,1,[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],[-17.359985999999935],google’s parent births new businesses: balloons and drones,,,,,,,
2018-07-12,1,[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],[12.130004999999983],,,,,,,,
2018-07-13,1,[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],[-4.34997599999997],"‘o.k., google, make me happy’: in this novel, technology is a panacea",the google translate world cup,,,,,,
2018-07-16,0,[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],[28.45996100000002],,,,,,,,
2018-07-17,1,[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],[-32.929931000000124],,,,,,,,
2018-07-18,0,[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],[],e.u. fines google $5.1 billion in android antitrust case,"thai boys, google fine, maria butina: your thursday briefing","trump, google, thai soccer team: your wednesday evening briefing",,,,,
2018-07-19,0,[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],[13.739990999999918],"trump, google fine, british open: your thursday briefing",dealbook briefing: google’s e.u. fine might not matter,trump bashes e.u. over $5.1 billion fine for google,"for android users, europe’s google ruling leaves unanswered questions",a $5.1 billion fine for google won’t fix tech,,,
2018-07-20,0,[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],[16.590087999999923],,,,,,,,
2018-07-23,1,[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],[5.570068999999876],,,,,,,,
2018-07-24,0,[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],[-4.140014000000065],google shrugs off $5.1 billion fine with another big quarter,google and american oligopolies,how e.u.’s google fine explains high cellphone costs in the u.s. ,,,,,
2018-07-25,1,[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],[9.310058000000026],,,,,,,,
2018-07-26,1,[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],[23.58996500000012],why trump is right about the e.u.’s penalty against google,,,,,,,
2018-07-27,0,[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],[3.8199460000000727],,,,,,,,
2018-07-30,0,[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],[-5.530029999999897],,,,,,,,
2018-07-31,0,[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],[26.580077999999958],,,,,,,,
2018-08-01,0,[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],[-0.6800539999999273],gaza and google translate: covering the conflict when you don’t speak the language,"google, seeking a return to china, is said to be building a censored search engine",,,,,,
2018-08-02,1,[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],[-4.040038999999979],"as google maps renames neighborhoods, residents fume",dealbook briefing: google in china is no done deal,,,,,,
2018-08-03,0,[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],[-2.049927000000025],,,,,,,,
2018-08-06,0,[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],[24.489990000000034],"a generation grows up in china without google, facebook or twitter",,,,,,,
2018-08-07,1,[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],[-14.510009999999966],,,,,,,,
2018-08-08,1,[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],[24.569946000000073],,,,,,,,
2018-08-09,0,[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],[17.32995600000004],,,,,,,,
2018-08-10,0,[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],[-32.5],,,,,,,,
2018-08-13,0,[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],[-8.270019999999931],,,,,,,,
2018-08-14,1,[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],[-2.75],,,,,,,,
2018-08-15,0,[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],[-7.989990000000034],,,,,,,,
2018-08-16,0,[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],[20.25],google employees protest secret work on censored search engine for china,"aretha franklin, free press, google: your friday briefing",,,,,,
2018-08-17,0,[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],[-5.910033999999996],alexa vs. siri vs. google: which can carry on a conversation best?,,,,,,,
2018-08-20,1,[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],[-0.22998000000006869],,,,,,,,
2018-08-21,0,[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],[5.219970999999987],,,,,,,,
2018-08-22,1,[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],[5.140014000000065],google tried to change china. china may end up changing google.,,,,,,,
2018-08-23,0,[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],[-0.8000480000000607],google deletes 39 youtube channels linked to iranian influence operation,,,,,,,
2018-08-24,1,[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],[-5.3900149999999485],alphabet’s plans for a china comeback go beyond google search,,,,,,,
2018-08-27,1,[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],[-1.969970000000103],,,,,,,,
2018-08-28,0,[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],[6.91003499999988],trump accuses google of burying conservative news in search results,,,,,,,
2018-08-29,1,[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],[-14.880004999999983],"primary elections, nafta, google: your wednesday briefing",,,,,,,
2018-08-30,0,[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],[-18.239990000000034],trump whines that google isn’t a safe space,,,,,,,
2018-08-31,0,[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],[2.75],[-1.070067999999992],here’s the conversation we really need to have about bias at google,,,,,,,
2018-09-04,0,[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],[-6.380004999999983],,,,,,,,
2018-09-05,0,[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],[7.329956000000038],"trump says google is rigged, despite its denials. what do we know about how it works?",,,,,,,
2018-09-06,0,[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],[-1.7600099999999657],,,,,,,,
2018-09-07,1,[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],[11.830077999999958],,,,,,,,
2018-09-10,0,[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],[14.219970000000103],don’t force google to export other countries’ laws,,,,,,,
2018-09-11,1,[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],[-10.140014999999948],"don’t blame google, mr. trump",,,,,,,
2018-09-12,0,[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],[11.850097999999889],"google knows where you’ve been, but does it know who you are?",,,,,,,
2018-09-13,1,[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],[-5.1099850000000515],leaked google video after trump’s win adds to pressure from conservatives,the real google censorship scandal ,,,,,,
2018-09-14,0,[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],[-16.79003899999998],,,,,,,,
2018-09-17,0,[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],[],,,,,,,,
2018-09-18,1,[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],[-7.270019999999931],,,,,,,,
2018-09-19,1,[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],[-7.320068999999876],the most fun (and useful) things you can do with an amazon echo or google home,,,,,,,
2018-09-20,1,[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],[-14.860107999999855],new pressure on google and youtube over children’s data,,,,,,,
2018-09-21,0,[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],[6.159912000000077],,,,,,,,
2018-09-24,1,[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],[-7.549926000000141],,,,,,,,
2018-09-25,1,[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],[15.729980000000069],,,,,,,,
2018-09-26,0,[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],[-9.900024999999914],ex-google employee urges lawmakers to take on company,google tweaks chrome in response to privacy criticism,,,,,,
2018-09-27,1,[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],[4.589966000000004],it’s google’s turn in washington’s glare,,,,,,,
2018-09-28,1,[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],[-6.5699469999999565],google chief agrees to testify to congress,,,,,,,
2018-10-01,0,[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],[-14.089966000000004],,,,,,,,
2018-10-02,1,[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],[4.130004999999983],,,,,,,,
2018-10-03,0,[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],[6.109985999999935],,,,,,,,
2018-10-04,0,[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],[6.880004999999983],,,,,,,,
2018-10-05,0,[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],[-25.910033999999996],,,,,,,,
2018-10-08,0,[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],[16.199951000000056],google plus will be shut down after user information was exposed,,,,,,,
2018-10-09,0,[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],[8.5],"hurricane michael, hope hicks, google plus: your tuesday briefing",dealbook briefing: google’s turn for a data scandal,how will google play its new product announcements on the back of a data scandal?,new pixel phones and other gadgets keep google in the hardware hunt,,,,
2018-10-10,0,[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],[-4.660033999999996],,,,,,,,
2018-10-11,1,[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],[7.91003499999988],,,,,,,,
2018-10-12,1,[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],[1.5999759999999696],,,,,,,,
2018-10-15,0,[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],[-4.579956000000038],the google pixel 3 review: phone’s smarts shine through its a.i.-driven camera,,,,,,,
2018-10-16,1,[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],[9.15002400000003],google to charge phone makers for android apps in europe,,,,,,,
2018-10-17,0,[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],[-2.0500489999999445],"an eye for photography, but a google suite for events",,,,,,,
2018-10-18,0,[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],[-27.14001499999995],,,,,,,,
2018-10-19,1,[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],[-10.15002400000003],,,,,,,,
2018-10-22,0,[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],[-1.1400140000000647],,,,,,,,
2018-10-23,1,[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],[-7.330077999999958],google turns over identities of bloggers on benfica,google is teaching children how to act online. is it the best role model? ,,,,,,
2018-10-24,0,[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],[-49.85998500000005],,,,,,,,
2018-10-25,1,[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],[6.380004999999983],"how google protected andy rubin, the ‘father of android’",google retreats from berlin plan opposed by local groups,"explosives, google, midterms: your thursday evening briefing",,,,,
2018-10-26,1,[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],[2.0799560000000383],should tech giants like google be in the business of teaching children how to be good digital citizens?,"pipe bombs, google, megyn kelly: your friday briefing",dealbook briefing: google’s #metoo moment,google workers fume over executives’ payouts after sexual harassment claims,,,,
2018-10-29,0,[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],[-16.660033999999996],,,,,,,,
2018-10-30,1,[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],[16.69006300000001],,,,,,,,
2018-10-31,1,[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],[-10.770019999999931],supreme court weighs google settlement that paid class members nothing,google faces internal backlash over handling of sexual harassment,,,,,,
2018-11-01,0,[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],[-33.86999500000002],"george soros, yemen, google: your thursday briefing",dealbook conference live updates: google c.e.o.’s mea culpa,google walkout: employees stage protest over handling of sexual harassment,california today: google employees around the world walk out,google employees stage worldwide walkout,,,
2018-11-02,0,[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],[3.089966000000004],"immigration, google, ‘bohemian rhapsody’: your friday briefing",dealbook briefing: google’s mea culpa and future murdoch deals,senior google lobbyist is stepping down from her role,,,,,
2018-11-05,0,[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],[-1.9000249999999141],,,,,,,,
2018-11-06,1,[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],[22.79992600000014],google workers reject silicon valley individualism in walkout,,,,,,,
2018-11-07,1,[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],[-53.54003899999998],why the google walkout was a watershed moment in tech,,,,,,,
2018-11-08,0,[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],[23.779907000000094],google is said to be shopping for more real estate in new york,sundar pichai of google: ‘technology doesn’t solve humanity’s problems’,"after paying off men accused of sexual harassment, google says it will meet many of the protesters’ demands ",google overhauls sexual misconduct policy after employee walkout,"google, thousand oaks, china: your friday briefing",,,
2018-11-09,0,[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],[34.439941999999974],new york today: we like big. are google and amazon too big?,dealbook briefing: google overhauls its sexual misconduct policy,,,,,,
2018-11-12,0,[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],[-62.38995399999999],,,,,,,,
2018-11-13,0,[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],[27.749938999999927],,,,,,,,
2018-11-14,0,[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],[16.95996100000002],how google photos became a perfect jukebox for our memories,,,,,,,
2018-11-15,1,[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],[-5.8000489999999445],,,,,,,,
2018-11-16,1,[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],[-15.93994100000009],google cloud executive who sought pentagon contract steps down,,,,,,,
2018-11-19,0,[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],[-14.910033999999996],,,,,,,,
2018-11-20,1,[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],[16.33007899999984],,,,,,,,
2018-11-21,1,[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],[-8.979980999999952],[24.39001499999995],,,,,,,,
2018-11-23,0,[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],[-7.839966000000004],,,,,,,,
2018-11-26,1,[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],[-22.760009999999966],,,,,,,,
2018-11-27,1,[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],[-7.239990000000034],,,,,,,,
2018-11-28,1,[3.410033999999996],[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],[-6.339966000000004],,,,,,,,
2018-11-29,1,[37.4699700000001],[3.410033999999996],[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],[20.0],,,,,,,,
2018-11-30,1,[12.220092999999906],[37.4699700000001],[3.410033999999996],[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],[2.0799560000000383],,,,,,,,
2018-12-03,0,[5.360107999999855],[12.220092999999906],[37.4699700000001],[3.410033999999996],[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],[-37.199951000000056],"behind google’s salad bar, a single mother who found the right kitchen",,,,,,,
2018-12-04,0,[-16.70996100000002],[5.360107999999855],[12.220092999999906],[37.4699700000001],[3.410033999999996],[10.270019000000048],[-6.1199949999999035],[],[0.8499750000000859],[25.760009999999966],,,,,,,,
