Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7,top8
2019-11-13,1,[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],"google makes a bid for banking, where tech firms go to stumble",,,,,,,
2019-11-14,1,[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],,,,,,,,
2019-11-15,1,[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],supreme court to hear google and oracle copyright case,,,,,,,
2019-11-18,0,[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],google stadia wants you to replace your video game console. don’t.,,,,,,,
2019-11-19,0,[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],,,,,,,,
2019-11-20,0,[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],google hires firm known for anti-union efforts,"gordon sondland, debate, google: your wednesday evening briefing",google policy change upends online plans for 2020 campaigns,,,,,
2019-11-21,0,[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],,,,,,,,
2019-11-22,0,[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],campaigns say google ad policy sidesteps problem of disinformation,google changed its political ad policy. will facebook be next?,,,,,,
2019-11-25,1,[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],,,,,,,,
2019-11-26,1,[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],google fires 4 workers active in labor organizing,,,,,,,
2019-11-27,0,[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],,,,,,,,
2019-11-29,0,[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],,,,,,,,
2019-12-02,0,[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],,,,,,,,
2019-12-03,1,[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],era ends for google as founders step aside from a pillar of tech,,,,,,,
2019-12-04,1,[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],"impeachment, emmanuel macron, google: your wednesday briefing","dealbook: google’s founders to step aside, ending an era",where will sundar pichai take google?,,,,,
2019-12-05,1,[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],how google’s founders slowly stepped away from their company,,,,,,,
2019-12-06,1,[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],,,,,,,,
2019-12-09,1,[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],,,,,,,,
2019-12-10,1,[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],,,,,,,,
2019-12-11,0,[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],,,,,,,,
2019-12-12,1,[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],,,,,,,,
2019-12-13,0,[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],,,,,,,,
2019-12-16,1,[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],googled ‘impeachment’ lately? first result is a bloomberg ad,,,,,,,
2019-12-17,0,[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],,,,,,,,
2019-12-18,0,[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],,,,,,,,
2019-12-19,1,[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],,,,,,,,
2019-12-20,0,[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],,,,,,,,
2019-12-23,0,[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],,,,,,,,
2019-12-24,0,[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],,,,,,,,
2019-12-26,1,[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],,,,,,,,
2019-12-27,0,[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],my decade in google searches,,,,,,,
2019-12-30,0,[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],white extremism faces a subversive foe online: google ads,,,,,,,
2019-12-31,1,[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],,,,,,,,
2020-01-02,1,[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],,,,,,,,
2020-01-03,1,[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],,,,,,,,
2020-01-06,1,[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],,,,,,,,
2020-01-07,0,[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],"sonos, squeezed by the tech giants, sues google",,,,,,,
2020-01-08,1,[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],[],,,,,,,,
2020-01-09,0,[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],[14.229980000000069],,,,,,,,
2020-01-10,1,[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],[-11.099975000000086],,,,,,,,
2020-01-13,1,[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],[-13.859985000000052],,,,,,,,
2020-01-14,0,[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],[6.91003499999988],,,,,,,,
2020-01-15,1,[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],[],,,,,,,,
2020-01-16,1,[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],[25.819946000000073],"google reaches $1 trillion in value, even as it faces new tests",,,,,,,
2020-01-17,1,[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],[44.20996100000002],[12.800048999999944],,,,,,,,
2020-01-21,1,[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],[-4.599975000000086],,,,,,,,
2020-01-22,0,[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],[12.239990000000034],,,,,,,,
2020-01-23,0,[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],[-0.7399900000000343],,,,,,,,
2020-01-24,0,[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],[2.1699210000001585],have a search warrant for data? google wants you to pay,,,,,,,
2020-01-27,1,[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],[3.099975000000086],,,,,,,,
2020-01-28,1,[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],[-8.130004999999983],,,,,,,,
2020-01-29,0,[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],[8.989990000000034],,,,,,,,
2020-01-30,1,[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],[4.260009999999966],,,,,,,,
2020-01-31,0,[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],[17.479980999999952],why google backtracked on its new search results look,,,,,,,
2020-02-03,1,[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],[],,,,,,,,
2020-02-04,0,[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],[5.280029000000013],top antitrust official is said to recuse himself from google inquiry,,,,,,,
2020-02-05,0,[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],[-5.0500489999999445],,,,,,,,
2020-02-06,1,[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],[-0.9899909999999181],should google shrink to save itself?,,,,,,,
2020-02-07,1,[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],[-26.880004999999983],,,,,,,,
2020-02-10,1,[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],[2.9000240000000304],,,,,,,,
2020-02-11,0,[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],[9.56005899999991],,,,,,,,
2020-02-12,1,[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],[-0.17004399999996167],,,,,,,,
2020-02-13,1,[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],[15.880004999999983],,,,,,,,
2020-02-14,1,[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],[23.93994100000009],[-34.67004399999996],,,,,,,,
2020-02-18,1,[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],[-10.0],,,,,,,,
2020-02-19,1,[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],[-14.190063999999893],the great google revolt,,,,,,,
2020-02-20,0,[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],[25.90002400000003],new mexico sues google over children’s privacy violations,,,,,,,
2020-02-21,0,[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],[11.929931000000124],,,,,,,,
2020-02-24,0,[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],[34.360107999999855],,,,,,,,
2020-02-25,0,[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],[-3.0200199999999313],,,,,,,,
2020-02-26,0,[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],[3.7900399999998626],,,,,,,,
2020-02-27,0,[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],[1.9700929999999062],eric schmidt: i used to run google. silicon valley could lose to china.,"facebook, google and twitter rebel against pakistan’s censorship rules",,,,,,
2020-02-28,1,[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],[5.140014000000065],,,,,,,,
2020-03-02,1,[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],[],,,,,,,,
2020-03-03,0,[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],[4.670043999999962],,,,,,,,
2020-03-04,1,[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],[1.6199950000000172],,,,,,,,
2020-03-05,0,[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],[-3.8499759999999696],tulsi gabbard’s $50 million suit against google is dismissed,star engineer who crossed google is ordered to pay $179 million to company,,,,,,
2020-03-06,1,[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],[-22.92004399999996],,,,,,,,
2020-03-09,1,[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],[-4.5200190000000475],,,,,,,,
2020-03-10,1,[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],[-44.550048999999944],you can’t fight city hall. but maybe you can fight google.,,,,,,,
2020-03-11,0,[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],[-2.959961000000021],,,,,,,,
2020-03-12,0,[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],[-43.970092999999906],,,,,,,,
2020-03-13,1,[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],[61.82995600000004],,,,,,,,
2020-03-16,0,[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],[37.5],,,,,,,,
2020-03-17,1,[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],[-58.03002900000001],,,,,,,,
2020-03-18,1,[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],[27.290039999999863],,,,,,,,
2020-03-19,1,[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],[-31.159912000000077],,,,,,,,
2020-03-20,0,[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],[21.349975000000086],,,,,,,,
2020-03-23,0,[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],[10.260009999999966],"logged on from the laundry room: how the c.e.o.s of google, pfizer and slack work from home",,,,,,,
2020-03-24,1,[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],[20.39001499999995],,,,,,,,
2020-03-25,0,[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],[-34.28991700000006],,,,,,,,
2020-03-26,1,[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],[-11.089966000000004],,,,,,,,
2020-03-27,0,[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],[40.72998000000007],,,,,,,,
2020-03-30,1,[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],[-11.670043999999962],,,,,,,,
2020-03-31,1,[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],[26.690063999999893],,,,,,,,
2020-04-01,0,[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],[40.29003899999998],,,,,,,,
2020-04-02,1,[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],[22.239990000000034],,,,,,,,
2020-04-03,0,[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],[-63.400024999999914],,,,,,,,
2020-04-06,1,[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],[-4.6999510000000555],,,,,,,,
2020-04-07,0,[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],[30.68994100000009],,,,,,,,
2020-04-08,1,[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],[-23.979980999999952],google makes stadia gaming service free,,,,,,,
2020-04-09,0,[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],[-14.96008299999994],[49.949951000000056],,,,,,,,
2020-04-13,1,[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],[21.779907000000094],,,,,,,,
2020-04-14,1,[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],[15.510009999999966],even google and facebook may face an ad slump,,,,,,,
2020-04-15,1,[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],[-16.380004999999983],,,,,,,,
2020-04-16,0,[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],[22.57995600000004],,,,,,,,
2020-04-17,0,[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],[-21.135009999999966],,,,,,,,
2020-04-20,0,[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],[48.92004399999996],australia moves to force google and facebook to compensate media outlets,,,,,,,
2020-04-21,0,[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],[-34.489990000000034],,,,,,,,
2020-04-22,1,[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],[3.780029000000013],,,,,,,,
2020-04-23,1,[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],[-12.630004999999983],google will require proof of identity from all advertisers,,,,,,,
2020-04-24,1,[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],[],,,,,,,,
2020-04-27,0,[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],[8.380004999999983],,,,,,,,
2020-04-28,0,[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],[24.140014000000065],,,,,,,,
2020-04-29,1,[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],[16.859985999999935],,,,,,,,
2020-04-30,1,[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],[-10.630004999999983],,,,,,,,
2020-05-01,0,[23.780029000000013],[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],[-1.5999759999999696],,,,,,,,
2020-05-04,1,[-7.8900149999999485],[23.780029000000013],[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],[-4.3900149999999485],,,,,,,,
2020-05-05,1,[18.570068999999876],[-7.8900149999999485],[23.780029000000013],[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],[-30.660033999999996],,,,,,,,
2020-05-06,0,[13.18994100000009],[18.570068999999876],[-7.8900149999999485],[23.780029000000013],[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],[17.669922000000042],,,,,,,,
2020-05-07,1,[-14.389892000000145],[13.18994100000009],[18.570068999999876],[-7.8900149999999485],[23.780029000000013],[0.020019000000047527],[-54.260009999999966],[-20.119995000000017],[18.14001499999995],[4.760009999999966],google sibling abandons ambitious city of the future in toronto,,,,,,,
