Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7
2014-06-13,0,[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],[7.479430999999977],[3.151305999999977],[-6.03344699999991],[-6.751465000000053],[-0.9074699999999893],,,,,,,
2014-06-16,0,[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],[7.479430999999977],[3.151305999999977],[-6.03344699999991],[-6.751465000000053],,,,,,,
2014-06-17,0,[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],[7.479430999999977],[3.151305999999977],[-6.03344699999991],,,,,,,
2014-06-18,0,[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],[7.479430999999977],[3.151305999999977],google ready to comply with ‘right to be forgotten’ rules in europe,,,,,,
2014-06-19,0,[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],[7.479430999999977],canadian judge says google must remove links worldwide,,,,,,
2014-06-20,1,[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],[-1.725279999999998],today in small business: google my business,,,,,,
2014-06-23,1,[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],[4.9564209999999775],,,,,,,
2014-06-24,1,[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],[0.03985600000009981],google’s nest labs joins race to define platform for the internet of things,,,,,,
2014-06-25,0,[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],[0.8376460000000634],google unveils ambitious android expansion at i/o conference,"google, microsoft and others delve deeper into cloud storage for businesses",google unveils android expansion,"at google i/o conference, protesters inside and out",,,
2014-06-26,1,[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],[-5.933716000000004],larry page on google’s many arms,daily report: google’s far-reaching agenda,reviewing google’s smartwatches  — the lg g and the samsung gear live,google’s grand plans: a conversation with larry page and sundar pichai,,,
2014-06-27,0,[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],[-0.49865700000009383],not so fast on the use of google glass in britain,,,,,,
2014-06-30,1,[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],[-4.9663699999999835],supreme court rejects google’s street view appeal,,,,,,
2014-07-01,0,[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],[-1.1867070000000695],"google in deal for songza, a music playlist service",,,,,,
2014-07-02,1,[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],[8.486694000000057],mixed predictions about wearables like smartwatches and google glass,,,,,,
2014-07-03,0,[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],[-0.48870799999997416],[0.6582029999999577],google alerts british news outlets about deleting their links,,,,,,
2014-07-07,0,[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],[9.773193000000106],,,,,,,
2014-07-08,1,[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],[-0.5684200000000601],yelp joins critics of european union antitrust settlement with google,,,,,,
2014-07-09,0,[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],[13.35333300000002],daily report: yelp joins opposition to google’s european antitrust settlement,,,,,,
2014-07-10,0,[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],[-4.986328000000071],google launches european venture fund,,,,,,
2014-07-11,0,[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],[0.05987599999991744],google to tour europe to discuss privacy,,,,,,
2014-07-14,0,[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],[-3.370728000000099],,,,,,,
2014-07-15,1,[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],[4.338074000000006],novartis joins with google to develop contact lens that monitors blood sugar,"controlling the home, google style",,,,,
2014-07-16,1,[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],[-1.0122069999999894],"analyzing next steps, airbus chief is closely watching google and facebook",,,,,,
2014-07-17,1,[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],[1.376220000000103],today in small business: an app for google adwords express,google’s quarterly results show its continuing struggle with mobile advertising,,,,,
2014-07-18,0,[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],[],daily report: google’s earnings highlight its struggle with mobile advertising,europe wants apple and google to fix in-app payments problem,,,,,
2014-07-21,0,[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],[-1.5058589999999867],,,,,,,
2014-07-22,0,[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],[-6.5520020000001296],,,,,,,
2014-07-23,0,[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],[4.4876709999999775],google acquires drawelements,pressure grows on e.u. regulator to rethink google settlement,,,,,
2014-07-24,1,[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],[5.175781000000143],google to offer close-up view of liberty island,,,,,,
2014-07-25,1,[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],[7.250122000000033],,,,,,,
2014-07-28,0,[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],[2.2637940000000754],italian opera company experiments with google glass,,,,,,
2014-07-29,0,[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],[-0.9573359999999411],,,,,,,
2014-07-30,0,[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],[-5.325378999999998],,,,,,,
2014-07-31,1,[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],[-5.784118000000035],google details problems with handling right to be forgotten requests,,,,,,
2014-08-01,1,[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],[2.0742800000000443],,,,,,,
2014-08-04,0,[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],[-2.273804000000041],exclusive google ‘camp’ draws elite to sicilian resort,,,,,,
2014-08-05,1,[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],[4.009032999999931],google gives child pornography email evidence to police,new buying strategy as facebook and google transform into web conglomerates,,,,,
2014-08-06,1,[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],[2.742432000000008],,,,,,,
2014-08-07,1,[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],[-3.0915529999999762],google and barnes & noble unite to take on amazon,"daily report: to compete against amazon, google and barnes & noble team up",,,,,
2014-08-08,1,[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],[-1.3762199999999893],,,,,,,
2014-08-11,1,[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],[2.5230710000000727],white house picks engineer from google to fix sites,,,,,,
2014-08-12,1,[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],[-3.1314080000000786],,,,,,,
2014-08-13,1,[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],[0.8676150000000007],,,,,,,
2014-08-14,1,[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],[-8.975341999999955],,,,,,,
2014-08-15,1,[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],[-4.318175999999994],"outside google’s new york office, a giant rat is all but invisible",,,,,,
2014-08-18,1,[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],[4.098754999999983],,,,,,,
2014-08-19,1,[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],[-4.9663699999999835],,,,,,,
2014-08-20,1,[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],[4.5814209999999775],,,,,,,
2014-08-21,1,[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],[-4.627319000000057],,,,,,,
2014-08-22,1,[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],[5.195740000000001],,,,,,,
2014-08-25,1,[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],[-2.104248000000098],,,,,,,
2014-08-26,1,[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],[-1.7850950000000694],"google buys zync, maker of visual effects software",,,,,,
2014-08-27,1,[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],[7.449523999999997],,,,,,,
2014-08-28,1,[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],[-1.5258179999999584],,,,,,,
2014-08-29,0,[-0.3590080000000171],[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],[6.033447000000024],[-4.367980999999986],google joins amazon in dreams of drone delivery,today in small business: ‘google dorking’,inequality and web search: q. and a. with google researchers,,,,
2014-09-02,0,[],[0.269286999999963],[-0.3590080000000171],[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],[1.8549200000001065],,,,,,,
2014-09-03,1,[5.464966000000004],[],[0.269286999999963],[-0.3590080000000171],[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],[-1.3862309999999525],"calico, google’s anti-aging company, announces new research facility",,,,,,
2014-09-04,0,[-2.0543820000000323],[5.464966000000004],[],[0.269286999999963],[-0.3590080000000171],[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],[-0.4487309999999525],google’s f.t.c. tab for charges rung up by children: $19 million,opposition grows in europe to google antitrust proposal,,,,,
2014-09-05,0,[1.9745489999999108],[-2.0543820000000323],[5.464966000000004],[],[0.269286999999963],[-0.3590080000000171],[-6.252869000000032],[-3.3906859999999597],[-4.507569000000103],[-1.0271599999999808],,,,,,,
