Date,Label,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46
2020-06-22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,1,microsoft is offering free online courses for job seekers to develop new skills and land roles in growing industries like tech and finance,microsoft launches effort to provide digital skills to 25m people this year,"stock alert: microsoft stock ends first half at a record, nipping at apple for &quot;most valuable&quot; crown","the top-performing dow jones stocks of 2020: microsoft, apple lead 5 biggest winners","adobe, microsoft score major cloud software contract","video: bridgestone, microsoft develop tire-damage monitoring system",is microsoft (msft) a smart long-term buy?,"microsoft pauses advertisements on facebook, instagram globally",microsoft to offer digital skills training for 25m people worldwide,microsoft to help 25 million people worldwide acquire new digital skills needed for the covid-19 economy,"linkedin, microsoft launch free learning path job training courses to fight coronavirus unemployment",microsoft aims to train 25 million workers free in 2020,microsoft vs alphabet: you won&quot;t believe this!,bridgestone teams up with microsoft to innovate with an intelligent tyre monitoring system for enhanced safety,microsoft reportedly cuts facebook/instagram advertising,universities tackle big challenges with microsoft power platform,permits reveal more details about microsoft&quot;s hq expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,1,"microsoft chief accounting officer retires, company fills position internally",microsoft launches effort to provide digital skills to 25m people this year,microsoft closing its stores for one reason: they are bad,skilling for the future: new investments in microsoft learn,microsoft and the city of atlanta lead coalition of partners to close the digital skills gap and build a more inclusive workforce,better buy: cisco systems vs. microsoft,microsoft stock is a winner for 2020 and beyond,"rhs financial llc acquires shares of 7,481 microsoft co. (nasdaq:msft)",how 3 windows insiders combined forces at microsoft hackathon to tackle illegal timber trading,"ollie&quot;s bargain outlet, designer brands, abbvie, microsoft and lockheed martin highlighted as zacks bull and bear of the day",walgreens partners with microsoft and adobe to digitize customer healthcare experience,capital bank & trust co lowers holdings in microsoft co. (nasdaq:msft),js capital management llc has $49.68 million holdings in microsoft co. (nasdaq:msft),"js capital management llc buys 170,000 shares of microsoft co. (nasdaq:msft)","menard financial group llc has $393,000 position in microsoft co. (nasdaq:msft)",microsoft co. (nasdaq:msft) shares sold by rosenblum silverman sutton s f inc. ca,tower research capital llc trc increases position in microsoft co. (nasdaq:msft),"fondren management lp purchases shares of 2,000 microsoft co. (nasdaq:msft)",armor advisors l.l.c. invests $24.60 million in microsoft co. (nasdaq:msft),"axa sells 89,309 shares of microsoft co. (nasdaq:msft)","tower research capital llc trc acquires 2,039 shares of microsoft co. (nasdaq:msft)",permanens capital l.p. trims stock holdings in microsoft co. (nasdaq:msft),full sail capital llc has $5.53 million stake in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) shares sold by guardian capital lp,"aspen investment management inc purchases 3,070 shares of microsoft co. (nasdaq:msft)",axa has $582.71 million position in microsoft co. (nasdaq:msft),permanens capital l.p. trims position in microsoft co. (nasdaq:msft),"bridgestone, microsoft develop tire damage monitoring system",stock alert: microsoft closed at a record high. can it overtake apple as the market&quot;s most valuable stock?,microsoft co. (nasdaq:msft) is schroder investment management group&quot;s 2nd largest position,diker management llc has $2.15 million stock holdings in microsoft co. (nasdaq:msft),diker management llc trims stock position in microsoft co. (nasdaq:msft),"cramer rosenthal mcglynn llc sells 1,612 shares of microsoft co. (nasdaq:msft)",hall kathryn a. purchases new holdings in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) shares bought by tudor investment corp et al,microsoft co. (nasdaq:msft) shares sold by duquesne family office llc,"barings llc sells 11,591 shares of microsoft co. (nasdaq:msft)","duquesne family office llc sells 515,601 shares of microsoft co. (nasdaq:msft)",weiss multi strategy advisers llc decreases position in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) stake decreased by cibc world markets inc.,sunbelt securities inc. has $5.92 million position in microsoft co. (nasdaq:msft),london & capital asset management ltd cuts stock position in microsoft co. (nasdaq:msft),"sunbelt securities inc. sells 46,985 shares of microsoft co. (nasdaq:msft)",microsoft co. (nasdaq:msft) is procyon private wealth partners llc&quot;s 4th largest position,$36.59 billion in sales expected for microsoft co. (nasdaq:msft) this quarter,
2020-07-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,0,magic leap hires top microsoft executive as c.e.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,1,slack accuses microsoft of illegally crushing competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,1,"microsoft said to be in talks to buy tiktok, as trump weighs curtailing app",microsoft in talks to buy tiktok as donald trump prepares to force sale,microsoft weighs tiktok purchase as ad business flattens out,a tiktok-microsoft deal might solve everything,"trump may soon order tiktok&quot;s sale, as microsoft circles",microsoft eyes acquisition of tiktok---s us operations,"microsoft won&quot;t start reopening its offices until january 2021, and even then it will move slowly (msft)",tiktok faces us breakup from chinese parent as microsoft circles: sources,microsoft in talks to buy tiktok amid rumors of trump divestment order,microsoft shares gain late on multiple reports of possible tiktok purchase,"if microsoft buys tiktok, it could be hailed as a &quot;hero&quot; for saving the app as president trump threatens to ban it. here&quot;s why analysts say a deal might make sense. (msft)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,1,microsoft can save tiktok — if trump doesn’t mess it up,"with tiktok, ‘uncool’ microsoft aims for the love of tweens",what would microsoft do with tiktok?,"trump reverses course on tiktok, opening door to microsoft bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,0,is microsoft sure it wants to buy tiktok?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,0,i tried microsoft’s flight simulator. the earth never seemed so real.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,1,how tiktok’s talks with microsoft turned into a soap opera,behind the scenes of tiktok’s talks with microsoft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,1,"in bid for tiktok, microsoft flexes its power in washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,1,will microsoft still want tiktok without ai?,how to add a webex plug-in to microsoft outlook to create video meeting invites directly from your outlook calendar,microsoft&quot;s new tech spots deepfakes to fight disinformation ahead of 2020 us election     - cnet,"microsoft brings windows 10 pro, enterprise to surface hub 2s",why microsoft and walmart would make a great home for tiktok,not half bad: microsoft goes back to 16 bits with new storage-saving type in .net 5,microsoft officially acknowledges the rollout of outlook spaces (&quot;project moca&quot;),an innocent typo led to a giant 212-story obelisk in microsoft flight simulator,deepfake detection tool unveiled by microsoft,microsoft sharing data to help launch the linux foundation climate finance foundation,in the frame with the great ms bakeoff: microsoft sets out plans for windows windows,small dividend boosts expected in september for microsoft and lockheed martin,"thinking about trading options or stock in zoom video communications, peloton interactive, carnival corp, slack technologies, or microsoft corp?",customizable digital assistant wins microsoft&quot;s first all-virtual hackathon,"microsoft: up, up and away",windows 10: microsoft blocks update for some pcs over lte modem connectivity bug,microsoft co. (nasdaq:msft) shares sold by harfst & associates inc.,microsoft co. (nasdaq:msft) is schnieders capital management llc&quot;s largest position,microsoft co. (nasdaq:msft) shares acquired by austin private wealth llc,microsoft co. (nasdaq:msft) position cut by harfst & associates inc.,"copperwynd financial llc invests $323,000 in microsoft co. (nasdaq:msft)","rikoon group llc purchases 8,210 shares of microsoft co. (nasdaq:msft)",summitry llc reduces holdings in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) shares purchased by stordahl capital management inc.,microsoft teams: here&quot;s what&quot;s new and what&quot;s coming next,"dohj llc purchases 2,900 shares of microsoft co. (nasdaq:msft)",andesa financial management inc. has $6.84 million holdings in microsoft co. (nasdaq:msft),ariose capital management ltd has $7.79 million position in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) shares sold by tlwm,microsoft co. (nasdaq:msft) is andesa financial management inc.&quot;s largest position,"petix & botte co has $470,000 stock holdings in microsoft co. (nasdaq:msft)",wsfs capital management llc acquires 398 shares of microsoft co. (nasdaq:msft),bell & brown wealth advisors llc has $3.49 million stock position in microsoft co. (nasdaq:msft),"trillium asset management llc sells 7,311 shares of microsoft co. (nasdaq:msft)",microsoft co. (nasdaq:msft) shares sold by frisch financial group inc.,novare capital management llc grows stock holdings in microsoft co. (nasdaq:msft),pavion blue capital llc increases position in microsoft co. (nasdaq:msft),"steward partners investment advisory llc buys 33,409 shares of microsoft co. (nasdaq:msft)",,,,,,,,
2020-09-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,0,pentagon sticks with microsoft for cloud computing contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,0,"russian intelligence hackers are back, microsoft warns, aiming at officials of both parties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,1,microsoft grabs some of world’s biggest games in $7.5 billion deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,1,microsoft (msft) outpaces stock market gains: what you should know,microsoft wants to make it easier to run android apps on your pc     - cnet,from microsoft vp to law student: what this exec&quot;s career transition says about ai and the law,"top stock reports for microsoft, anthemuber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,0,microsoft touts its surface laptop go as &quot;cheap&quot; option - but that price quickly goes up for useful ram and storage,this dfw executive is no stranger to microsoft teams,microsoft&quot;s azure ad authentication outage: what went wrong,microsoft&quot;s (msft) xbox game pass ultimate includes ea play,new innovations for the microsoft customer data platform,datadog price target lifted on microsoft partnership tailwind,microsoft adds more features to dynamics 365 customer insights as rollout of wave 2 features begins,"russia is responsible for most nation-state cyberattacks, followed by iran, north korea, and china, according to a new microsoft report",minecraft&quot;s steve and alex coming to super smash bros. ultimate in nintendo-microsoft crossover,microsoft unveils surface laptops to fulfill &quot;pc for every single person&quot; vision,"the zacks analyst blog highlights: microsoft, anthem, uber, automatic data processing and ecolab",microsoft releases $550 surface laptop go for remote workers and learners,microsoft takes another shot at the windows-on-arm thing with a revamped surface pro x powered by new sq2 silicon,kulr technology to supply nasa with safe storage pouches for microsoft surface notebooks used aboard the international space station,microsoft has a brilliant new idea for working from home. you may not like it,"aviva, deloitte and microsoft to set new boardroom racial diversity targets","microsoft surface duo review: buy it for dual screen use, not for its old specs","microsoft adds new arm-based surface pro x models, smaller surface laptop go to its line-up",microsoft launches cheaper surface laptop go,"microsoft&quot;s new surface laptop go will start at $550, as pandemic puts pcs back in the spotlight",microsoft just introduced the new $549 surface laptop go,"surface laptop go is a cheaper, smaller microsoft laptop with a premium style     - cnet",microsoft unveils cheapestsurface laptop model starting at $549,microsoft undercuts macbook air with new $549 laptop,microsoft&quot;s new $549 surface laptop go aims to compete with chromebooks,microsoft&quot;s updated surface pro x has a faster processor and new platinum color option,3 reasons sony should be worried about microsoft&quot;s bethesda acquisition,"microsoft helped me install ubuntu linux on my windows 10 pc, and it&quot;s actually pretty good","top cloud providers in 2020: aws, microsoft azure, and google cloud, hybrid, saas players",microsoft: playwright for python language lets you test web apps in all major browsers,$1.53 eps expected for microsoft co. (nasdaq:msft) this quarter,microsoft office 365: this targeted phishing campaign uses an odd trick to stay hidden,where are we now? microsoft 363? 362? we&quot;ve lost count because exchange online isn&quot;t playing nicely this morning,microsoft says &quot;configuration update&quot; caused global outlook outage,"another outage hits microsoft, outlook down worldwide",outlook is down: microsoft web outage hits users worldwide,microsoft rolls out new features for teams,"outlook down: microsoft email service, office 365 and teams suffer mass outage","amazon, google, microsoft and the climate cloud",microsoft outlook is down worldwide,datadog spikes 12% on partnership with microsoft azure; stock up 171% ytd,microsoft (nasdaq:msft) rating reiterated by royal bank of canada,"microsoft (nasdaq:msft) getting somewhat favorable news coverage, analysis shows",why microsoft is deploying data centres under the sea,microsoft launches cheapest surface laptop model starting at $549,microsoft lends windows on arm a hand with emulation layer to finally run 64-bit x86 apps at last
2020-10-02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,1,microsoft says app stores should be more competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,1,"microsoft takes down a risk to the election, and finds the u.s. doing the same",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,0,google up against laws that thwarted microsoft (and others since 1890),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,0,company close updates: microsoft corp. stock outperforms market despite losses on the day,"stock market rally dives on coronavirus fears, apple, microsoft, facebook, amazon earnings: weekly review","adventures in remote learning: microsoft preps new teams chat controls, and teachers can hardly wait",microsoft buys office building near data center development on far west side,"what&quot;s new in microsoft teams: live captions with attribution, individual spotlights and more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,1,xbox series x and s review: microsoft’s new consoles are a good value. is that enough?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,1,salesforce plus slack doesn&quot;t equal microsoft,microsoft is selling an ugly ms paint sweater and part of the proceeds benefit girls who code,microsoft&quot;s (msft) management presents at credit suisse 24th annual technology conference (transcript),salesforce to buy slack in $27.7bn deal aimed at competing with microsoft,"salesforce&quot;s $27.7b slack deal combines two amazon allies, creates big new rival for microsoft","company close updates: microsoft corp. stock rises tuesday, still underperforms market","it&quot;s official: salesforce buying slack for $28 billion, taking on microsoft with benioff&quot;s biggest deal yet",microsoft will remove user names from &quot;productivity score&quot; feature after privacy backlash,parallel goals: microsoft invests in partners&quot; success,&quot;we&quot;ve heard the feedback...&quot; microsoft 365 axes per-user productivity monitoring after privacy backlash,"top analyst reports for microsoft, proctergamblet-mobile",microsoft to make changes to productivity score after privacy complaints,new microsoft teams features make it easier to strengthen connections with a quick call,hallahan to step down as managing director of microsoft ireland,microsoft makes changes to productivity score tool after privacy backlash,microsoft is adding more calling features to teams,"microsoft teams gets an overhauled calling interface, carplay support, and more",microsoft&quot;s new windows feature experience packs are smaller updates to windows 10,microsoft removes 18 malicious edge extensions for injecting ads into web pages,"microsoft, code.org partner to teach ai + ethics from elementary to high school","as if productivity score wasn&quot;t creepy enough, microsoft has patented tech for &quot;meeting quality monitoring devices&quot;",microsoft donates $7.5m to code.org to help students learn about ai concepts and ethics,"windows 10: this is 2020&quot;s last 2004 and 20h2 optional update, says microsoft",letko brosseau & associates inc. purchases new shares in microsoft co. (nasdaq:msft),capital financial planning llc reduces stake in microsoft co. (nasdaq:msft),"lateef investment management l.p. acquires 25,236 shares of microsoft co. (nasdaq:msft)",microsoft co. (nasdaq:msft) holdings trimmed by banco santander s.a.,"swiss national bank sells 534,700 shares of microsoft co. (nasdaq:msft)",legacy financial advisors inc. increases stake in microsoft co. (nasdaq:msft),vantage financial partners ltd. inc. buys 400 shares of microsoft co. (nasdaq:msft),"alera investment advisors llc buys 1,142 shares of microsoft co. (nasdaq:msft)",kestra private wealth services llc takes position in microsoft co. (nasdaq:msft),microsoft co. (nasdaq:msft) shares bought by coyle financial counsel llc,microsoft co. (nasdaq:msft) stock holdings lessened by state board of administration of florida retirement system,,,,,,,,,,,,
2020-12-02,1,marc benioff sets his sights on microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17,0,microsoft’s lessons for google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-22,1,"year in review: orlando tech startups partnered with giants microsoft, slack, epic games and others",microsoft has won 8 design patents covering the xbox series s console and game controllers that cover those for vr gaming,company close updates: microsoft corp. stock underperforms tuesday when compared to competitors despite daily gains,"dailyhunt parent turns unicorn with over $100 million funding from google, microsoft",top microsoft shareholders,virtual reality update for microsoft flight simulator now available,they make a good teams: slack ceo&quot;s virtual wedding could take place on rival microsoft tool,is microsoft (msft) outperforming other computer and technology stocks this year?,you can now play microsoft&quot;s flight simulator in vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
